State,Total_Transactions,Total_amount
himachal-pradesh,162871,309873878.7
himachal-pradesh,144549,269076387.2
himachal-pradesh,2717639,4677725003
himachal-pradesh,1210279,1328061490
himachal-pradesh,488964,806786602.1
himachal-pradesh,460060,1003934777
himachal-pradesh,419903,768499250
himachal-pradesh,365982,595463485.4
himachal-pradesh,223910,364770352.5
himachal-pradesh,208058,408166044.4
himachal-pradesh,169751,306718950.2
himachal-pradesh,164961,240181327.6
himachal-pradesh,3190535,5016030007
himachal-pradesh,1413386,1446816729
himachal-pradesh,568743,866086052
himachal-pradesh,473722,983920226.9
himachal-pradesh,470845,805620902
himachal-pradesh,427564,670592332.1
himachal-pradesh,232862,370332616.4
himachal-pradesh,211977,384014660.8
himachal-pradesh,171381,245490508.3
himachal-pradesh,167835,277476740.9
himachal-pradesh,4169488,6351783570
himachal-pradesh,1736602,1572502663
himachal-pradesh,750048,1695084976
himachal-pradesh,708286,983933181.4
himachal-pradesh,638094,1032033846
himachal-pradesh,514165,745907120.6
himachal-pradesh,320140,453387187.5
himachal-pradesh,290490,497720594.6
himachal-pradesh,262639,418596333.4
himachal-pradesh,230338,320168187.4
himachal-pradesh,7107267,9831616933
himachal-pradesh,1854890,1640996290
himachal-pradesh,729161,946965866.5
himachal-pradesh,541490,739739737
himachal-pradesh,461113,671601651.7
himachal-pradesh,444046,652066582.5
himachal-pradesh,395220,510809104.6
himachal-pradesh,391625,502430103.3
himachal-pradesh,385700,709339306.6
himachal-pradesh,385068,539724042.6
himachal-pradesh,7746053,10862367109
himachal-pradesh,2079358,1810940908
himachal-pradesh,1347270,1910146202
himachal-pradesh,810320,1016982417
himachal-pradesh,731108,1336805343
himachal-pradesh,609639,856535637.4
himachal-pradesh,609183,811631127.7
himachal-pradesh,557239,767989365.2
himachal-pradesh,425394,582466940.9
himachal-pradesh,406943,593040087.6
jammu-&-kashmir,395605,503567409.7
jammu-&-kashmir,33968,11301622.29
jammu-&-kashmir,24084,5034492.397
jammu-&-kashmir,20747,6413089.723
jammu-&-kashmir,15068,2451862.685
jammu-&-kashmir,14347,5520101.974
jammu-&-kashmir,12471,4497807.709
jammu-&-kashmir,12413,8824586.014
jammu-&-kashmir,12322,13312804.06
jammu-&-kashmir,12239,6335074.22
jammu-&-kashmir,884352,1613618285
jammu-&-kashmir,69507,22897627.6
jammu-&-kashmir,46471,21975309.56
jammu-&-kashmir,40579,11778024.39
jammu-&-kashmir,27686,13654492.26
jammu-&-kashmir,19367,11423662.93
jammu-&-kashmir,18472,9342995.671
jammu-&-kashmir,18168,7404778.508
jammu-&-kashmir,17682,28400289.66
jammu-&-kashmir,15890,4737527.135
jammu-&-kashmir,1177035,2060010090
jammu-&-kashmir,102540,61415499.15
jammu-&-kashmir,62453,31246735.57
jammu-&-kashmir,61015,49955697.06
jammu-&-kashmir,39127,24180359.17
jammu-&-kashmir,29625,13873666.4
jammu-&-kashmir,25734,27096630.84
jammu-&-kashmir,25505,25243354.49
jammu-&-kashmir,23857,40365102.42
jammu-&-kashmir,22666,25199939.2
jammu-&-kashmir,1624075,2932507535
jammu-&-kashmir,32672,18623593.95
jammu-&-kashmir,31198,19115138.2
jammu-&-kashmir,29674,47067881.93
jammu-&-kashmir,29458,37905052.49
jammu-&-kashmir,27848,90757026.62
jammu-&-kashmir,23920,51997414.94
jammu-&-kashmir,19579,36349889.31
jammu-&-kashmir,19468,44373034.22
jammu-&-kashmir,18949,60332952.98
jammu-&-kashmir,1901540,2645529050
jammu-&-kashmir,169942,305460840.6
jammu-&-kashmir,75613,196734395.1
jammu-&-kashmir,43019,43070818.22
jammu-&-kashmir,37516,37381412.43
jammu-&-kashmir,36519,34589447.04
jammu-&-kashmir,34343,49013079.4
jammu-&-kashmir,33214,91043338.14
jammu-&-kashmir,29050,19212506.75
jammu-&-kashmir,27480,66576757.02
jammu-&-kashmir,568782,1562324805
jammu-&-kashmir,262076,731119481.5
jammu-&-kashmir,39864,123970676.1
jammu-&-kashmir,36382,51779584.15
jammu-&-kashmir,31243,102774621.2
jammu-&-kashmir,30407,64267578.39
jammu-&-kashmir,26951,42247644.86
jammu-&-kashmir,26346,41379904.84
jammu-&-kashmir,23404,59120236.65
jammu-&-kashmir,21756,76205953
jammu-&-kashmir,263102,1169632976
jammu-&-kashmir,102064,378181286.5
jammu-&-kashmir,25448,83323633.53
jammu-&-kashmir,15013,58511738.68
jammu-&-kashmir,14641,41339152.08
jammu-&-kashmir,14566,44723526.19
jammu-&-kashmir,13028,40727524.58
jammu-&-kashmir,12092,39841214.4
jammu-&-kashmir,11859,29297461.34
jammu-&-kashmir,11660,29952017.47
jammu-&-kashmir,128688,521882983
jammu-&-kashmir,110356,438657131.6
jammu-&-kashmir,15426,64495769
jammu-&-kashmir,12515,48613397.99
jammu-&-kashmir,11770,39236978.56
jammu-&-kashmir,10536,39017805.53
jammu-&-kashmir,9644,37829537.86
jammu-&-kashmir,9391,33632297.16
jammu-&-kashmir,9013,34353989.32
jammu-&-kashmir,7792,27873441.69
jammu-&-kashmir,168047,689253824.3
jammu-&-kashmir,86473,348993348.8
jammu-&-kashmir,26016,83353652.14
jammu-&-kashmir,15460,50601047.06
jammu-&-kashmir,14875,45518865.91
jammu-&-kashmir,14784,39228733.46
jammu-&-kashmir,12824,39768068.43
jammu-&-kashmir,12146,38243374.41
jammu-&-kashmir,12109,33517176.65
jammu-&-kashmir,11924,42808919.13
jammu-&-kashmir,361107,1567503966
jammu-&-kashmir,311624,1384680425
jammu-&-kashmir,66728,181868895.8
jammu-&-kashmir,36656,108535431.3
jammu-&-kashmir,31865,69392668.41
jammu-&-kashmir,31435,73117644.61
jammu-&-kashmir,31236,106436679.8
jammu-&-kashmir,30815,95811238.62
jammu-&-kashmir,29785,94892506.03
jammu-&-kashmir,29135,83060104.32
jammu-&-kashmir,697634,3188358945
jammu-&-kashmir,275556,1242172988
jammu-&-kashmir,88276,274046191.6
jammu-&-kashmir,44850,148739231.1
jammu-&-kashmir,44793,155179811.8
jammu-&-kashmir,43418,140073014.4
jammu-&-kashmir,41695,112252812.4
jammu-&-kashmir,38666,151795808.4
jammu-&-kashmir,38473,104701115.7
jammu-&-kashmir,36128,118900216.9
jammu-&-kashmir,773367,3066037382
jammu-&-kashmir,342481,1247851869
jammu-&-kashmir,139485,383287642
jammu-&-kashmir,94229,146779821.3
jammu-&-kashmir,92004,226825971
jammu-&-kashmir,75756,186404739.2
jammu-&-kashmir,73212,151792560.8
jammu-&-kashmir,69319,153604735.4
jammu-&-kashmir,69088,174901128.3
jammu-&-kashmir,68756,203943056.3
jammu-&-kashmir,1524884,4692026136
jammu-&-kashmir,615514,1706970376
jammu-&-kashmir,141682,391638851.1
jammu-&-kashmir,100457,129459213.8
jammu-&-kashmir,89783,224033122.6
jammu-&-kashmir,83723,164482127.7
jammu-&-kashmir,81439,168802944
jammu-&-kashmir,76208,179347154
jammu-&-kashmir,73221,176357495.8
jammu-&-kashmir,72423,136379769.1
jammu-&-kashmir,2395795,6916275800
jammu-&-kashmir,963024,2393833823
jammu-&-kashmir,191043,479781488.9
jammu-&-kashmir,132197,150231484.6
jammu-&-kashmir,124179,235137735.5
jammu-&-kashmir,114940,277458455.7
jammu-&-kashmir,109218,223286782.2
jammu-&-kashmir,103210,171692796
jammu-&-kashmir,101906,149083262.2
jammu-&-kashmir,100328,140285517.9
jammu-&-kashmir,3310581,9566729544
jammu-&-kashmir,1517404,4041793322
jammu-&-kashmir,259669,611391790.5
jammu-&-kashmir,155542,296625275.4
jammu-&-kashmir,148934,191078929.6
jammu-&-kashmir,144063,374833966.4
jammu-&-kashmir,134163,261700986.8
jammu-&-kashmir,128834,280705558.9
jammu-&-kashmir,125788,285998024.6
jammu-&-kashmir,125389,269772112.1
jammu-&-kashmir,4045341,10810442479
jammu-&-kashmir,2091026,5502620774
jammu-&-kashmir,334387,792672234.5
jammu-&-kashmir,188887,372117203.1
jammu-&-kashmir,179238,455765570.9
jammu-&-kashmir,179109,325369473.6
jammu-&-kashmir,176692,377656396.9
jammu-&-kashmir,175273,398247457.4
jammu-&-kashmir,167341,406107084.3
jammu-&-kashmir,167331,339611516.9
jammu-&-kashmir,2352472,5393223219
jammu-&-kashmir,1857847,4200773687
jammu-&-kashmir,387778,852695224.8
jammu-&-kashmir,233477,418171634
jammu-&-kashmir,212552,405592853.1
jammu-&-kashmir,209985,433528309.1
jammu-&-kashmir,197421,445318920.6
jammu-&-kashmir,186886,349305934.3
jammu-&-kashmir,185417,237464938.7
jammu-&-kashmir,183302,307984234.6
jammu-&-kashmir,3448814,7135693306
jammu-&-kashmir,3218384,6873198427
jammu-&-kashmir,507016,1030277399
jammu-&-kashmir,299749,513254025.9
jammu-&-kashmir,298857,616458581.4
jammu-&-kashmir,283442,493552585
jammu-&-kashmir,277790,510306193.4
jammu-&-kashmir,276172,620415475.8
jammu-&-kashmir,273527,565038397
jammu-&-kashmir,268424,390138849
jammu-&-kashmir,3224556,5694092490
jammu-&-kashmir,897062,1947844299
jammu-&-kashmir,542792,1034976447
jammu-&-kashmir,322401,636134806.3
jammu-&-kashmir,308653,516398931.3
jammu-&-kashmir,303310,460833903.5
jammu-&-kashmir,302639,587333665.3
jammu-&-kashmir,300678,524002261.4
jammu-&-kashmir,291127,623365530.4
jammu-&-kashmir,271633,478235189.4
jammu-&-kashmir,3868794,6528963977
jammu-&-kashmir,1101393,1815043083
jammu-&-kashmir,647936,1110530919
jammu-&-kashmir,533050,1044793321
jammu-&-kashmir,384988,603147902.4
jammu-&-kashmir,372026,681886670.2
jammu-&-kashmir,368372,608416507.2
jammu-&-kashmir,360694,493589216.4
jammu-&-kashmir,355648,600484396.7
jammu-&-kashmir,332438,630889574.6
jharkhand,125360,139139278.1
jharkhand,57546,48537151.99
jharkhand,49432,53720435.5
jharkhand,41125,62441806.85
jharkhand,34352,25656383.66
jharkhand,29268,29084485.74
jharkhand,27730,26303114.34
jharkhand,24215,35724855.86
jharkhand,23465,25454967.29
jharkhand,23439,27804497.68
jharkhand,165051,252503106.8
jharkhand,91101,90206110.85
jharkhand,75893,96043640.68
jharkhand,57314,102812131
jharkhand,53527,57632759.87
jharkhand,43196,25377129.55
jharkhand,42659,49798833.03
jharkhand,36324,31048880.4
jharkhand,35288,45588464.74
jharkhand,34715,69658980.4
jharkhand,395656,455441043
jharkhand,343834,174757494
jharkhand,339697,232947799.1
jharkhand,227981,204300707.8
jharkhand,198024,140638091.4
jharkhand,174628,93017517.88
jharkhand,153911,92687765.63
jharkhand,112944,58386877.32
jharkhand,108386,161258189.7
jharkhand,104108,86532069.65
jharkhand,348349,549885848.9
jharkhand,182737,188617481.4
jharkhand,150456,202947498.4
jharkhand,115376,123262669.9
jharkhand,107187,206580252.3
jharkhand,86856,111635732.5
jharkhand,83548,68450884.27
jharkhand,77061,50307891.25
jharkhand,75018,101221881.5
jharkhand,64105,87797012.45
jharkhand,1033623,1593049146
jharkhand,266852,213391146.2
jharkhand,194000,249296513.5
jharkhand,193688,291336026.7
jharkhand,184890,163802790.7
jharkhand,139446,139253285.5
jharkhand,134340,145218057.5
jharkhand,99802,108760743.7
jharkhand,95811,176790944.6
jharkhand,95753,78247215.33
jharkhand,2156092,4112638389
jharkhand,259219,449587346.7
jharkhand,210083,255088187.8
jharkhand,194741,303927492.4
jharkhand,157067,221884551.9
jharkhand,141181,179795133.7
jharkhand,111854,211677762.6
jharkhand,110754,145833132.9
jharkhand,101088,208417248.8
jharkhand,90443,160856197.3
jharkhand,2468695,4848802246
jharkhand,353409,566903758.8
jharkhand,323880,280843070.5
jharkhand,314958,368503882.1
jharkhand,233492,259999676.9
jharkhand,206521,211629034
jharkhand,172552,129067547
jharkhand,167314,253541437.8
jharkhand,164512,252469049.9
jharkhand,158442,171032011.7
jharkhand,2954288,5537967680
jharkhand,463724,771147021.7
jharkhand,439549,385195602.1
jharkhand,409518,780576980
jharkhand,390500,498784461.2
jharkhand,288248,328719233.4
jharkhand,263115,271265177.5
jharkhand,241186,100428859
jharkhand,219422,148052846.3
jharkhand,191615,170601283.5
jharkhand,2341295,6496638164
jharkhand,984086,1278397920
jharkhand,537740,1097452900
jharkhand,367722,552239489.7
jharkhand,358246,433155077.9
jharkhand,235426,320915067.7
jharkhand,231208,192728913.8
jharkhand,200542,242120467.9
jharkhand,185121,252873365.9
jharkhand,183634,347222714.5
jharkhand,2306485,6739752467
jharkhand,525562,772689621.5
jharkhand,371039,462524629.7
jharkhand,348835,569802743.4
jharkhand,344476,720196541.1
jharkhand,195125,230043241.7
jharkhand,179065,491807040.1
jharkhand,177366,224181846.9
jharkhand,167921,304903293.3
jharkhand,164760,340928295.7
jharkhand,2416834,6065980835
jharkhand,983180,1601403833
jharkhand,540348,748726348.8
jharkhand,520403,881270642
jharkhand,481577,826910947.8
jharkhand,394471,1011162044
jharkhand,301516,606770076.6
jharkhand,290318,458480164.1
jharkhand,281834,378479085.4
jharkhand,259312,301153798.7
jharkhand,2410765,5645319200
jharkhand,1798286,2751705022
jharkhand,817105,1346441115
jharkhand,804258,1143259431
jharkhand,794413,1237733867
jharkhand,541108,760454234.6
jharkhand,505448,1000441086
jharkhand,443855,1062439336
jharkhand,417308,619131947.6
jharkhand,416258,557397266.4
jharkhand,4748302,9528083108
jharkhand,2319059,3161771465
jharkhand,940084,1441374566
jharkhand,904199,1436946212
jharkhand,829325,1162327864
jharkhand,778819,1646862084
jharkhand,731227,903818485
jharkhand,634626,1234786845
jharkhand,497325,656495260.4
jharkhand,457824,703537482.8
jharkhand,6074624,12331306070
jharkhand,1739108,2772455161
jharkhand,1043027,2211543591
jharkhand,1023391,1478922178
jharkhand,950238,1607463910
jharkhand,821075,1365566903
jharkhand,697579,1425981928
jharkhand,569309,1281410682
jharkhand,552652,860370048.3
jharkhand,510917,1109504630
jharkhand,7423091,13117507684
jharkhand,3381709,4717456145
jharkhand,1414105,2247323731
jharkhand,1382496,2091289955
jharkhand,1336768,1833813010
jharkhand,1283250,2333920803
jharkhand,1123232,1327093234
jharkhand,1051945,1876646783
jharkhand,780716,1049732216
jharkhand,776797,1485598647
jharkhand,9752077,17148684728
jharkhand,4806102,6482492761
jharkhand,2096382,2482980013
jharkhand,1842677,3002058860
jharkhand,1828298,2765375815
jharkhand,1720563,3105668102
jharkhand,1683513,1853167073
jharkhand,1349433,2419315412
jharkhand,1072422,1426796902
jharkhand,1050306,2005756136
jharkhand,11376332,20223157756
jharkhand,5377205,7144402175
jharkhand,2101103,3347939708
jharkhand,2050782,3080956143
jharkhand,2044863,2750289904
jharkhand,1973635,3554679937
jharkhand,1790283,2080200779
jharkhand,1515302,2745857515
jharkhand,1252327,2384141150
jharkhand,1132904,1530482069
jharkhand,12938740,22174889737
jharkhand,6632465,8399189444
jharkhand,2561676,3300268275
jharkhand,2531591,4457163813
jharkhand,2499140,3987626882
jharkhand,2410712,3556151860
jharkhand,2166528,2474561389
jharkhand,1892661,3360707102
jharkhand,1536189,2935847117
jharkhand,1375896,3047533180
jharkhand,17317756,27845499632
jharkhand,10298841,15588082766
jharkhand,7054214,8487107967
jharkhand,3592994,5867382962
jharkhand,2514161,2471705472
jharkhand,2278431,3079872974
jharkhand,1971015,3140589073
jharkhand,1527190,2606740159
jharkhand,1443424,1793159486
jharkhand,1416655,1889638491
jharkhand,16787757,28821542217
jharkhand,14677516,23117180249
jharkhand,7794568,9503906194
jharkhand,6696711,11091799855
jharkhand,2942273,4553917227
jharkhand,2656231,2725286416
jharkhand,2592430,3505131453
jharkhand,2588472,4188512283
jharkhand,1771542,3075064688
jharkhand,1750451,3096506942
karnataka,2917356,4684262246
karnataka,362706,517677057.9
karnataka,285971,505502944.6
karnataka,216112,313751577.2
karnataka,194991,433601701.3
karnataka,185348,339888598.9
karnataka,177653,311801098.1
karnataka,161926,331471792.2
karnataka,125066,211942588.5
karnataka,122739,200843823.1
karnataka,3777086,7545089761
karnataka,520234,887829143.3
karnataka,421509,807230105.7
karnataka,316077,538127075.6
karnataka,298756,686735856.9
karnataka,283475,555072082.7
karnataka,262783,526871215.6
karnataka,252876,526873201.9
karnataka,190396,382329351.2
karnataka,187810,320838990.2
karnataka,5764203,10161197002
karnataka,825896,1276094702
karnataka,726768,1137259397
karnataka,538466,787462263.6
karnataka,480447,949440422.3
karnataka,438490,747081243.6
karnataka,437419,783354840.9
karnataka,390272,747465156.5
karnataka,326118,455897189.4
karnataka,309694,553326710.6
karnataka,7725284,14030425393
karnataka,1630650,1941175277
karnataka,1489575,1699187256
karnataka,1092123,1185289352
karnataka,980474,1385772770
karnataka,880661,1195547863
karnataka,854635,1144927861
karnataka,754655,1108535043
karnataka,629029,640069192.6
karnataka,602421,846751442.1
karnataka,16241340,23597361227
karnataka,3091833,3063115137
karnataka,2881073,2759611074
karnataka,2186168,1965702558
karnataka,1956031,2178181822
karnataka,1762996,1849235559
karnataka,1717311,1878507848
karnataka,1433092,1764064523
karnataka,1220473,1387467815
karnataka,1087360,1413003654
karnataka,27169035,40026681539
karnataka,3899947,3782701577
karnataka,3726533,3420453781
karnataka,2898263,2405067635
karnataka,2324181,2493653040
karnataka,2267844,2322286985
karnataka,2160674,2196445238
karnataka,1905438,2243475625
karnataka,1435934,1615758436
karnataka,1423064,1805129276
karnataka,34182229,49823702321
karnataka,5947189,5128381819
karnataka,5618911,4687491199
karnataka,4354779,3243709764
karnataka,3695866,3236597180
karnataka,3666274,3415532566
